	Expression1	Expression2
FAS	-0.6919123	-3.6914
FAM111A	-0.35310495	-3.36865
ABCG1	0.57816327	1.6967499
GPER1	0.56146777	6.54625
TTN	-0.019454159	0.8402
IL2RG	0.7120883	3.3707
LAMA5	1.93018	1.74985
UBA3	-0.22070535	-2.19255
IL1RL1	-0.3943661	1.5144
WLS	1.1688839	4.9723997
HK3	1.3324808	5.13065
TSPAN31	2.6526232	3.33265
OMG	0.278454	2.46205
TFR2	1.4516723	4.95245
ANKRD17	-1.8958597	-2.3623
HOXD3	1.4922798	5.57345
AKIRIN1	-1.4379032	-0.2733
KALRN	0.90573657	4.7504997
ACOX3	-0.12800005	-0.19815001
IGHMBP2	0.79417884	0.46015006
MAPKAPK2	-1.7718092	-5.4337997
IRF8	1.1403803	1.8248501
COL5A1	1.1445327	3.57465
PLVAP	1.82504	5.27145
OGT	0.7491405	1.6050501
COMMD3	-0.4071483	-2.7899
CYP7B1	-0.31743997	4.0576
CALML5	-0.8365865	-2.7712
CLEC11A	1.5487974	0.5415
COL1A1	1.1669755	-1.7275
COL1A2	3.719196	7.3376503
SLAMF8	0.81457675	4.0395
CNDP2	1.5397756	-1.898
PRDX6	0.72121435	0.22555001
AAK1	0.45525187	4.2097
GCLC	0.40582532	3.2203
ERCC2	1.6409321	1.5606999
SYT5	1.0087984	3.7484999
ARHGEF7	-0.9946342	-0.9905
MED14	1.9616076	3.2417
LARP6	-0.66423106	-0.89415
CXXC1	-0.35855007	-1.0681
ABCC10	1.0914855	4.61475
ACADVL	1.510736	2.154
WDR73	1.8453069	2.6026502
ATP7A	1.45842	6.73565
RPL11	0.13872783	-1.17155
RAB7A	0.94052577	1.03595
HEG1	1.5353472	4.1854
ACTG2	0.9735394	0.84735
VAC14	0.5178084	1.9002
ACAD8	1.8697144	1.73
NHLRC2	0.25192392	1.6689501
TFG	-0.13866524	-4.53255
NUMA1	0.3768928	0.052949995
NAA35	-0.8966807	0.53330004
TOP2A	-3.3060975	-10.0
TELO2	1.2104034	2.77025
RRAGC	-1.9599149	-4.1614
ITGA1	2.449497	6.0633497
CASP9	0.38058907	3.10385
NFYB	-0.14123899	-0.14680001
MAG	1.001118	3.68605
P2RX7	1.094703	3.9469
DYNLT1	0.18631832	1.3551999
SKP2	0.7056618	-2.0135999
ALPL	-0.5424994	2.0970001
GBP1	0.49659914	3.2118998
PTPN7	1.2952716	5.3209
BTG2	-0.22476524	4.7870502
RHOQ	2.6967103	4.3508997
PSEN1	0.73865885	0.1705
SFRP1	0.033987403	-1.2183499
ESRP1	0.19850641	5.06425
CALCOCO1	2.6581566	5.18045
CAPG	0.59108317	2.82005
CHST1	0.2866479	3.14545
ABCB1	-0.66768616	1.4628999
MGMT	2.4523816	3.1356502
ACTN1	-2.2365973	-3.3990498
FOXI1	0.96392727	3.9959
RPL10A	0.89167815	2.83845
TAF2	-2.587597	-1.6163001
SGK2	1.7152817	7.2162
RAB29	0.28513712	-1.477
NSMAF	-0.6555822	-0.30435002
CSTB	-0.7431516	-1.2586501
MAP3K2	0.8726685	4.0616503
IDH2	1.3958204	1.9665501
AIDA	2.76062	6.32565
DNAJB9	0.11207509	1.1780499
PTCH1	0.5497651	0.020549998
HMGB2	-0.47900426	-0.3172
PNP	0.10880147	-5.23545
E2F8	-0.9137672	0.61795
IL13RA1	1.0170478	2.2469501
UPF3A	0.34121698	0.85295
UBR4	-2.3996232	-4.9277
PRKAG1	1.0370454	-3.41075
MTRR	-0.43755203	1.89575
ADO	-5.6645226	-10.0
PRDX1	0.117869735	-1.46445
PNMA1	-1.9163343	-4.49305
LGALS3BP	0.06971537	0.48665002
PSMC2	1.240645	-1.3356
HSPB1	0.30643055	-4.41085
CCT2	0.42323	-0.3927
LMO2	-1.7981367	-1.1539
AGPAT2	1.281862	2.3221002
CD3E	0.5880158	3.23555
FOXM1	-2.2519913	-1.81355
ATXN2	-1.1785426	-1.95055
DDX58	0.61542124	3.3457
SLIT1	0.58177966	2.56565
VIPR2	-0.5913908	2.99075
HLA-DRB1	1.3889439	3.3707
ARPC5	0.9534696	1.07645
THAP3	-0.83222896	1.0072
TBL1XR1	-1.181926	-2.46035
CCNT2	-1.4087298	1.4239
GTPBP1	0.7998446	0.18040001
BMPR2	2.876029	5.5646
GORASP2	0.08573203	-1.6221001
NPAT	-2.8312526	-5.0384502
KPTN	-0.013807088	0.06774998
EHMT2	1.2265648	4.2883997
DUOX1	-0.25134504	2.8411999
ADH1C	1.5702759	3.8555
NUCB1	1.7857921	4.991
EPHB1	1.778599	5.2557
FHIT	-0.54895043	0.6673
PPM1D	-0.3117516	-1.6085
ERMP1	-0.30214983	2.07515
VEGFA	-0.39070395	2.8137498
BCL9	-0.2093889	2.5535
ABL1	-3.2758431	-3.5327
GLCE	-0.6276233	-0.73149997
VPS4A	-1.5412072	-2.5897
LAIR1	1.6791288	6.8116
ZIC1	0.6441307	2.3853
IL15RA	-0.87601423	1.51315
CDK5R1	-0.113379456	7.3986998
CAPN10	0.9195179	3.8028998
LEP	2.0196323	4.26755
LONP1	0.30649847	-1.0374
PDE1B	2.1285381	5.8013496
PUM1	-2.5897493	-2.9085
SLCO3A1	2.0965507	3.6638498
PICK1	1.9239091	2.5943499
CUX2	-0.22991669	3.0958
ZNF24	0.25196528	0.33085
CREB3	1.2066008	2.58865
RDH11	-0.7190581	-4.0187
OXTR	-0.52454364	-0.5892
NR4A3	-1.444513	3.1503
ADAM12	-0.002381742	3.63
TRIM25	0.08558097	0.76855004
EFNA5	1.3322401	0.086950004
SLC19A1	-1.0875977	0.48595
DNMT1	-0.22901487	1.6523501
DDX49	1.3329546	-0.5504
GNRH1	1.1383075	4.5928497
TPX2	-1.8513558	-5.6981497
TFCP2	-0.948962	-1.3364999
POLR3C	0.64095426	1.2761999
MAPK8IP1	1.110946	4.70725
RASGRP1	1.7877315	3.9473
SMPDL3B	2.449691	4.4619503
CACNA2D2	0.58584905	2.6971
NPC2	-0.0156641	-1.10565
HTT	0.33939078	0.94515
ST3GAL6	-0.705536	-1.0645
DICER1	-1.4174349	-2.27295
CARF	2.547358	4.8823004
PRDM1	0.22713481	4.1766
FABP7	-0.517387	-0.71625
EGR3	-0.4355874	-1.28695
GPI	1.259189	1.3231499
S1PR1	1.8378241	3.986
PSMA3	0.31774879	-4.54115
HMGN1	0.93260473	3.38805
IRF5	1.0740921	2.0386
FZD2	-0.6315857	-2.13165
FBXL2	0.57463723	3.5349998
HSPA8	-1.6254157	-10.0
PDCL	0.092529505	0.19334999
FOSL1	-10.0	-10.0
LHX2	-0.08408384	3.48035
PLP2	1.2728075	4.9786
SLK	-1.5554241	-3.6556
STAU1	-0.943382	-1.6371999
LILRA3	-0.6304332	2.1534
ING4	2.0409896	3.88265
IFIT2	0.77791977	4.2278
EPHA1	0.90722245	2.2908
BIRC5	-1.0331597	2.0791
ZFP36	0.9016093	4.5708
CRAT	0.6503206	0.28744996
POLR1C	-0.9162387	-0.41264987
IMPACT	2.3454208	3.0455499
A2M	0.11017492	2.3958
KDM1A	-0.2838177	-0.74950004
CASP10	1.4058043	6.82705
KLF11	-0.27649355	0.13755
TXN2	2.059637	1.0518
MUL1	-2.6877666	-3.6492
EPHB3	-2.0079403	-1.8566
ITGAL	1.1342354	1.3076
CD74	0.946856	4.39325
RAPGEF3	1.9564699	2.15785
IGBP1	0.6553349	-3.2192502
RPS27	0.14956555	-1.8735499
PAX6	-0.11714466	2.4222999
DVL2	0.05906254	-0.85760003
TUBB	-0.4045667	-5.0853996
MYBBP1A	0.40545815	1.19195
NUPR1	2.0021064	2.6232
UBE2D3	-1.1429783	0.3571
ANGPT2	1.328656	4.20595
ABCF1	-0.12507086	0.92300004
SPTLC2	-2.187652	-4.7
TM7SF2	2.291986	3.8479002
SOX5	2.2203746	4.8289003
HLA-DMB	1.698482	1.74785
AMIGO2	1.3389571	1.10645
HYOU1	0.64650154	4.7417
LTBP1	1.6167775	2.0626001
CCL19	-0.5447018	-0.15925002
GDPD3	1.1652021	3.4551
FLOT1	1.2309829	2.8982499
GREM1	1.5830843	4.5874
VDAC1	3.1047332	1.05695
ZNF76	1.5072464	4.2939997
SDC2	2.4822962	5.7002
GALK2	1.0786535	4.3572
UST	1.5119082	2.3115
AGL	1.802559	5.25785
N4BP1	-1.4265517	0.93015003
JAK1	-0.3401052	-1.08285
RAB1B	1.4088882	1.03865
ZNF268	2.00832	4.06145
PDCD5	0.21744037	0.50329995
SOD1	0.19017619	0.8943
IFI16	0.1224029	0.042250007
GABRB3	0.5327905	2.20965
RPS7	1.733377	1.0651
LIMD1	-0.66152954	-2.5925
GCDH	1.3260384	1.0645499
SERPINF1	1.5362499	3.06935
GPC3	1.3006324	2.24345
SLC22A4	-0.10527244	0.8517501
RCN3	1.9854302	3.5592499
SKP1	2.1592643	2.13195
RAB11FIP5	-1.7279146	-4.13925
PHLDA1	-3.4677818	-2.4499002
ECD	-2.3218586	-6.9097
PELI2	-0.10015698	-0.59070003
THAP4	-0.22660147	1.6006999
FSCN1	-1.8610339	-1.5202
SYNGR1	-0.049030647	3.1245499
RAB3D	1.1408056	1.612
DCAF6	1.6353762	2.1245
LPXN	1.1151571	3.1094
CAB39	-2.167991	-3.2374501
CNOT3	0.3107168	0.14945
TSPAN15	1.2968305	1.0323501
PSMD13	0.88696164	0.31905
RPL32	0.21230432	-2.2417998
PRDX2	0.45412925	0.17144996
PNPO	0.0573667	-0.97585
LAMP2	0.30431288	1.3592501
MED23	-1.6374573	-2.4963
CDK5	2.7541444	3.44315
SERPINB3	-1.1431901	-3.86365
APLNR	0.87960935	3.15025
DNAJB12	-1.0444367	-1.5018001
C1QA	0.4843276	2.578
RIN3	-0.8468704	-3.05155
GFPT1	1.1092553	0.20199996
CKAP2	-1.6667912	-4.15655
FGFR1	1.0234256	0.20815
SMAD7	-2.1214855	-3.8564498
RPA3	0.47840464	2.5588999
KCNB1	0.75914305	3.0482001
ART4	1.4369668	4.4504004
RPL7A	0.4780281	-1.30685
PCYT1A	0.4995149	1.0539
PPARGC1A	-0.1912706	-0.051050007
E2F5	-0.70648265	2.6719
EI24	1.2578	0.8781
PLXNA1	-0.024793252	-0.32555002
MPV17	3.1950502	3.96505
TRIM13	0.5398536	4.54745
CHERP	-4.0306077	-4.6533
NR2C1	-0.71242535	-2.1553502
MTF2	-3.7747266	-3.51875
CTSB	0.41678482	0.73815
TRPC6	1.4526544	4.5993
PAM	0.92126346	3.2199001
SERGEF	2.517168	2.03015
CD93	1.321337	3.16945
BRD4	0.16700894	0.75949997
FBXO22	0.254325	3.21565
XCL1	1.4076469	3.5163498
STXBP2	1.3919989	-0.5941
MIF	0.8249949	0.1794
CDO1	1.709786	3.88265
ATMIN	0.52676713	-5.9411497
ARNT	1.1761026	2.88495
SPRY2	-1.6220737	-5.1816
HNRNPA0	-0.38661215	-2.2902
SRPK1	-0.45361605	0.87245
NAPA	0.16935077	-0.3644
C4BPB	1.074528	1.7883
EDEM1	1.3351786	2.36445
PYCR1	0.74718976	1.2867
NOL3	-0.21784782	-0.2708
AHCY	2.2562783	3.6308
RLN2	2.6542006	4.63145
KLHDC3	2.349288	3.5393
NF2	0.20786156	-2.59965
MARCO	1.7632052	2.96425
GPX1	-0.75319266	0.41910002
KAT8	0.26982248	-4.0458
EDF1	0.5663483	0.42645
GADD45B	-0.50085384	0.7699
CRYZ	3.3897429	2.033
TUBA4A	-0.7535172	-5.0
WNT7A	1.1352533	3.61515
SLC30A9	1.8778665	3.16965
BMP2	-0.39566696	1.6157999
PTK7	0.6266967	3.03405
CD28	0.6257291	5.70525
RAP2B	-1.6151214	-3.2969499
CPT1A	1.448514	0.25945002
RHOB	-1.4673173	-1.2805
ALDOC	2.3405576	0.71795
HBEGF	-2.6623077	-2.03495
ITIH2	0.9979193	5.5827
RBM3	2.5669277	1.6539
ABHD8	1.8941917	2.11425
BAIAP3	0.14835778	2.17835
PSMB6	1.0452886	-0.50675
HGS	-1.2092779	-1.7048
FZD9	1.0329996	3.83915
TFAP2C	-1.2807211	-3.0011501
SOX4	1.3504208	-1.6157
CR1	1.5480386	2.8751001
SHARPIN	1.4937162	1.03395
TRIB1	-3.4243371	-4.3006997
AGA	3.5012412	3.41415
SCPEP1	0.91908836	3.02895
PDE2A	1.2614206	3.6202998
FOLR3	0.8681528	5.67235
AKT3	0.5270982	3.5184
CHSY1	-2.0003421	-3.1153998
SERPINB8	-0.30177158	-0.63745004
NR3C1	-1.6409085	-2.58485
APOL3	0.17321022	1.4236001
LSS	-1.1366398	0.15740001
PLSCR3	0.17421016	3.5621
MX1	-0.50902057	2.67845
NOSIP	0.06097208	-3.63235
HOXB2	0.66526496	1.8686001
RFK	0.32215357	-2.6517
HBS1L	1.0053132	0.71605
GSTM2	1.5413156	5.793
CAT	1.9269475	2.53115
RARG	0.88249874	4.37405
TAL1	1.183435	3.52495
PSMB9	2.3399951	3.9442
CHST11	0.030371308	-2.6847
CASZ1	-0.9508767	0.18255
TAF1	0.75133514	3.84275
MAX	-1.7482994	-5.8427
ASB9	0.26773947	-2.1269
CDCA4	-7.1183877	-9.473949
RPL13	-0.09488562	-2.02465
ALDH3B2	-0.6806136	-0.34595
PSMD8	0.846507	0.6264
RPS20	-0.26957655	0.3328
METTL3	-0.031778753	2.76415
PTPN22	1.7287192	5.19925
HSD17B4	2.339821	5.3833504
CUL5	-0.26419014	2.00905
MMRN2	0.52344507	5.2834997
IL17RB	1.3506848	1.4748
B4GALT7	1.9828783	1.32755
SEC13	0.2377776	-3.0389
MAGED1	0.8958748	-2.4488502
ACTN4	-0.9023665	-2.33185
LARP4B	-1.8160133	-2.28715
AHI1	-0.4956317	-1.16005
ALDH7A1	0.7935472	4.60025
GRIN1	1.4662728	6.53965
DCXR	-0.1818578	0.72615
SLC25A12	-1.3285246	-0.9816
PMM2	-1.3123025	2.65
LMAN1	1.4235053	4.23705
RNF25	-0.76404303	0.2902
DAPK3	-0.052097693	-1.4728
PCIF1	-0.6443408	-3.21395
MDFIC	1.6753908	3.78555
GLRX3	0.77313006	-2.7515001
SMAD5	0.024483714	1.4309
GDF10	1.1920046	2.0149999
PENK	0.28799856	0.91194993
XBP1	-1.5536106	-4.62455
HPR	1.4167024	2.1576
MGAT4A	-0.17283115	1.49625
FCGR2A	1.20813	1.83135
PTGIS	2.6049807	3.8429499
BCLAF1	-0.172753	-2.64915
MMP14	-0.57428235	-2.4848
ZNF593	-1.462215	-1.82035
NR2F1	0.24662851	2.07525
EVC	0.8170544	1.2664499
FPGT	2.5650423	4.63225
SHCBP1	-1.92031	-2.5875
NR1H2	1.5011151	1.526
MAML1	-1.8510032	0.78865004
QRICH1	-3.284935	-3.36715
EZR	-0.23301524	-0.68890005
ELF2	-1.3900317	-1.2475
ATF5	0.9865507	0.2953
MRPS18A	1.780973	1.76625
GLUD1	1.8700871	3.0271
WWTR1	-0.8784109	-1.2604
BNIP3	-0.6008086	-3.10985
FAIM	2.3941796	5.88565
SEC16A	-1.7419904	-5.0406504
SYNPO	1.8508625	4.1169
ESRP2	0.8549654	0.95285
STK38	-0.01712954	1.55995
DDX5	0.23161387	-2.28785
PLPP2	-0.9207556	0.016349971
EPN2	1.1048355	2.10055
PDGFRA	1.8602651	4.8559
CD8A	0.25501943	2.33705
TXNRD1	-0.5499354	-3.4333
CLN3	0.56126726	1.4687
HACD1	0.56793034	0.952
PIBF1	0.8772675	2.51905
STARD13	0.08009617	1.6505501
IL6ST	-0.6016669	-0.5328
HIP1R	-1.1525228	-2.2386
DEGS1	0.12566881	-2.5081
ACE2	0.58843726	1.29435
CCDC88A	0.05740221	0.66265005
DNPEP	0.7831534	-0.36215
DNAJB1	-9.277696	-10.0
TRAT1	0.90597415	2.5085
CREBL2	2.5220327	5.03065
SOCS3	-0.67062217	1.0716
RPL35	-0.05323422	-2.83615
SYNGR2	0.0093446225	-0.9907
TRPV4	0.9054449	2.69575
SPARCL1	0.20719688	3.1205502
CPNE1	0.83943915	-0.96599996
AKAP8L	2.8274295	-0.34625
NBR1	2.3910275	2.1475
IKBKG	-0.82297456	-2.0509
TRIM26	-0.9100725	-0.84215
PRR5	1.1269305	1.22345
STX4	-0.67530954	-1.17525
SNX10	0.9531834	3.98835
DSN1	-0.53522146	-0.7288
PELI1	1.0877467	3.6354
RPL29	-0.39648542	-1.3011
POLA1	1.1796527	-2.04375
FZD1	1.3979024	5.3964996
MIOS	-1.0039515	0.10444999
LPCAT1	-0.5745212	0.1577
RRP8	-0.9865309	-2.34645
CDC42EP2	-3.1597466	-2.51985
SUPT16H	-0.99009717	-5.9816504
BHMT2	0.9047195	2.07325
PNMA2	0.9134902	1.2644
APEH	2.8146062	2.3632998
COL18A1	1.011419	5.35985
PDIA5	2.9929538	2.02145
KMT2A	-1.8857367	-2.78865
AGT	-0.3876425	2.15625
MVP	1.2125591	2.9087
CUL2	-2.440664	-6.6151
GLO1	3.1615195	5.0871
KCNIP2	2.124678	5.72775
ERAP2	0.8836014	1.8238499
ADM	-0.6921363	0.78635
KDM4A	0.6088594	-0.17034999
CSNK2A1	-2.3917038	-4.4104996
ADRB1	1.5602839	3.4871502
ANKFY1	0.45017147	2.9378
ATP6V1D	1.7996083	0.85809994
ADGRA2	1.2834711	2.1555
MED16	0.32431132	0.039050013
NCKAP1L	1.0384334	1.2047
SERPINB4	0.051765025	-2.5738
CIRBP	0.8780569	1.57625
NCBP2	1.5811555	0.69585
TSPAN12	1.0538605	5.65095
CAP1	0.92508453	-1.69625
AKR1B10	-0.7008321	-2.9540498
PTPN9	-0.7801221	0.96830004
CSF3	-0.67599154	1.47015
DNASE1L3	1.0774926	2.43365
HEY1	-0.24206537	-0.07700002
ARHGEF16	1.1252756	2.8768
POLR2C	-0.39747542	0.01595
SALL1	-0.49239135	0.51420003
SLCO1C1	1.5639255	3.00545
ABCA8	0.324722	2.05055
TGOLN2	-0.7897465	1.02985
EDRF1	-1.8881632	-1.9503
HNRNPA1	-1.2942506	-3.7346
NFKB2	1.1912843	6.78545
BTG1	-2.2230864	-2.3972502
TRPM4	0.9985928	-0.81675
DGAT1	1.614465	2.4075
SMAD4	-0.8163099	0.104200006
SREBF2	2.2023752	3.00605
ALDOA	1.2304906	1.10095
ADIRF	-0.9530126	-0.0632
GBP2	0.25205976	0.8489
YAF2	-0.3730247	-3.16195
TCERG1	-2.5117645	-7.4942503
AOAH	1.0283781	1.944
ADM2	1.391001	5.167
IFIT5	-0.14157337	-0.60485
UBE2I	-2.2593381	-5.80195
GGA1	-0.2546989	-0.02705
UBE2S	-1.7546126	-4.8075
COL3A1	2.8136508	6.52015
SPTSSA	0.508291	1.1255
DNA2	-1.7319094	-1.67735
AMOT	2.1415503	5.8133497
IL1B	-4.007877	-1.29425
SMARCA5	0.090856165	0.09764999
WT1	0.9363831	2.6048
INCENP	0.7151685	1.5681
NUP85	-3.4548564	-10.0
NR2C2	-0.2007173	2.1895
UGP2	2.4055095	6.0052996
ASPA	-0.21247476	0.059599996
FLRT2	1.3467298	3.3378
CHGB	1.6077782	2.3294501
DPYSL3	2.1967103	5.7775497
FBXW11	0.93580335	1.8302
WDR77	1.1340427	2.71485
MYOC	1.098306	1.8371
PIGR	-0.97655475	0.059949998
RDX	-0.08253996	0.453
CORO1C	-1.0267639	-2.57255
OSR2	0.41609943	-0.77355
TBP	-3.3208365	-9.283
HMGA2	2.7495694	-0.9727
BFAR	-0.10731566	-0.5238
ADNP2	-2.5298543	-4.1174
RHOD	-0.15573718	-1.11345
ASXL1	-1.5555565	-2.4603
TNFSF10	0.35242024	1.6174
CXCL1	-3.4449043	-4.6741
ECM1	0.7101933	2.93535
PDCD6	0.2774139	2.15855
F13A1	1.6947994	1.1387
NCR3	1.6637865	4.39855
LRP1	0.68973374	1.4703
TBL1X	-0.42654037	-5.0694504
HOPX	0.18959624	1.65495
DDRGK1	-0.46693063	-1.72495
ACOT8	2.278925	3.0404
BCAR3	-2.5342472	-2.4363499
SRP14	2.3467748	4.07595
PLK3	-2.3871806	-0.90514994
ITPR1	0.082640365	0.33295
MALT1	-1.0973743	0.96345
ECHDC3	0.99001604	2.22145
PTGER4	-1.451436	-0.31274998
DR1	-2.193435	-2.756
MAP2K2	-0.13889271	-3.427
IL27RA	0.01610477	0.41035
PRDX4	1.1027032	-0.1341
PRR5L	0.43061686	3.5433002
RAB14	-1.1102438	-2.6943002
DPP4	2.0566964	2.79425
CD27	-0.6229099	2.139
CREB1	-2.3660328	0.12385011
HEBP2	1.0256484	2.19905
TP53AIP1	0.18310466	3.9257998
ATF6	0.64894086	-3.71855
TBK1	-0.86851895	-2.319
SEMA3B	1.1717211	1.3879
ARF6	-2.009707	-6.0605497
NR2F6	0.894336	-2.9925501
CYP39A1	1.1701275	5.2442503
PQBP1	0.5748815	-4.5057
PDHB	4.320017	1.59825
BATF	-0.35858154	-1.8347
YTHDF2	-3.4025927	-5.4489
SPIN1	1.9251113	3.62255
NLRP1	0.08796624	0.75804996
VEGFC	-0.7218029	0.22779998
TYROBP	0.7134295	2.9124498
ARF4	0.22104241	-1.6419001
RECK	1.7550651	3.53085
DCBLD2	-1.7184237	-0.87115
SFN	-4.02471	-7.5885
TRIM45	0.9970166	3.4269
NCF2	1.5534029	2.7598
CASP5	1.3145064	4.8076496
CD1E	1.0434954	1.9524
CD209	2.3958218	4.2248
RPS4Y1	0.21327086	-1.56755
FBXW2	0.18032877	-0.31109998
TRIB2	0.49502558	0.14719999
P4HB	0.45462394	2.70835
NPRL2	0.8178287	0.36315
PPP2CA	-0.9487184	-2.4614
CSNK1G2	-1.190069	-2.50625
RPL10	-0.67371565	1.4761
GMFG	1.4946207	5.7113
SERPINB7	0.24672212	-0.00395
CRHR1	0.56585014	4.0083
FTH1	0.32556742	2.04975
CMA1	1.1200953	3.3936
CFI	1.5728428	4.53455
MYOM1	1.0484605	0.79905
YWHAQ	1.3424449	4.2567997
ZMIZ2	0.835979	1.57885
ABAT	2.1801271	4.5709
USP21	-1.3931525	-2.40175
PSMA1	2.140139	2.76015
FUT1	0.79970556	5.65935
SOX9	-2.775112	-4.6677
RPS27A	-0.3304658	-2.5180998
PDGFRB	1.620918	3.44315
NFKBIA	-9.290201	-5.6091
CDK5RAP1	-0.78966355	-3.6766
ANK2	0.12598959	0.54575
HPN	1.2802732	4.7187996
RPL14	-0.80221343	-2.5391998
COL4A3	1.3187482	3.2066002
MAP3K8	0.45009825	1.629
LTB	1.1476166	5.6136
TNFAIP6	-0.11309174	0.73905
RNPS1	-5.453467	-10.0
RPS14	0.7710804	-0.71835
GTF2A2	1.6909671	3.0277
ATP6V1G1	0.47235584	0.74074996
OPLAH	0.5295657	0.6174
AKAP9	0.67580354	3.55095
CUL4A	0.62494344	1.5509499
PLEKHO2	-0.36181873	1.2531999
TBX21	0.32261023	3.8978999
RASA1	-2.6957958	-5.22045
AEBP1	3.2251973	4.9150496
WWP1	-0.6945665	0.51905
ELOVL4	1.7353501	3.318
MAP2K7	1.9670739	4.05245
HMGCL	1.6204703	2.6739998
ACE	1.7748911	4.23045
ACACA	0.30375257	-2.50225
FGL2	1.2472031	2.676
SGPL1	-0.33452773	-1.1853
CEBPZ	-1.7272022	-4.30125
NPC1	-0.8759469	-3.45955
RBM14	-2.850002	-7.86065
RAMP2	1.680872	5.89325
TMEM132A	-0.1247834	0.51729995
VAPB	-4.6383243	-9.146851
LAMTOR2	1.9945966	4.0174
PARK7	2.0079484	4.2276
HIPK2	1.7389123	5.373
RPL35A	-1.0672631	-3.7335498
CSPG5	1.1059308	0.43054998
CNPY2	-0.062485218	-0.49324998
HOXA5	-1.1615216	1.6314499
CSPG4	1.6605098	3.8317502
RHOG	-1.3757563	-2.3162
ST18	1.4615374	3.9598002
HRAS	-0.39882925	-0.13024998
EFNA3	0.14503407	0.72400004
KMT5B	-2.3422198	-0.73665
CEP131	0.622295	1.5104
ABCD3	-0.05170641	1.10375
VPS41	2.4536314	4.0683002
SPINK5	1.0848508	-0.18725002
SIPA1	0.12094094	2.24855
BIN2	0.26353985	1.8349
DSG1	0.917115	1.8802
ISG20	-1.31368	-1.49645
MIA3	0.03105487	0.3969
THBS1	1.1454549	4.0188
PRKCZ	-0.83646077	-1.9275
PTPN3	0.028051376	-1.1642499
BBS10	0.39570332	0.672
ARHGEF28	0.27562198	2.6481
TRAIP	-0.58100593	0.83755004
SIX1	-1.1411016	-4.9793
IL1RAP	-0.59663105	0.1782
SERPINA5	0.458883	4.4686003
SPOCK1	-0.97212654	-1.56655
STS	1.8664671	1.4414
SH3PXD2A	1.1541026	2.40645
CDKN2C	-0.07577622	0.9023
NCBP1	1.0494695	-2.33855
SNX5	-1.2399356	-2.7462502
MEN1	-2.251102	-2.4836998
CRTAM	0.899225	0.8755
PRC1	-1.7066615	-4.83585
TCIRG1	2.137554	5.2349
IL17RC	1.4538717	2.32485
TRIM62	-0.8772166	1.48805
CD55	-0.7782558	-0.4436
SEH1L	-0.2064966	-2.53165
CRYM	-0.48110917	-1.14935
SLC39A8	0.4853171	1.84375
SLC24A3	-0.93200207	1.4776
UGCG	-1.5817108	-1.6884999
YY1	0.041490436	2.14605
ARG2	0.81554186	2.33055
POU2AF1	0.35155421	0.69065
ABHD2	0.36706084	-0.8723
FKBP1B	2.0807178	2.0365
ARRB1	1.3464334	2.7319002
PKD1	1.3924716	2.42165
AKAP6	0.99432015	3.61475
GLI1	0.9651406	3.6945
KAT2B	1.2290591	5.90595
WNT11	0.8702717	2.8151
FOLR1	1.3922976	4.2674503
UBA52	-0.7351179	-3.03555
NONO	1.6188974	-1.22355
STOM	0.22641173	0.865
STK3	-0.06959802	-0.16700001
TPST1	-0.48547703	0.1897
ARMC8	-1.9106925	-1.6614499
GATA3	1.0711029	0.61855006
EIF3E	1.8526431	-0.23054999
KRAS	-0.029907458	1.9800999
NCLN	0.7556264	2.088
TNFRSF21	-1.5879142	-1.97265
TFEC	-0.10985124	1.5922999
TOPORS	-1.1339626	-0.60220003
TCF7	1.0132471	2.53685
IL1R1	1.2525134	5.2475
IFT57	3.3569272	4.76415
NPR2	1.0443077	1.6208999
LAMC1	0.32886106	-1.08035
KCMF1	-0.83947206	2.54945
CMPK1	0.41724506	0.71650004
ZFAND1	0.41579303	0.93799996
CXCL9	0.22830679	2.68135
IGFBP2	2.5226874	5.0556498
CYB5R1	0.22460134	2.5923
POLR3F	-1.7724781	-1.22925
TRPM2	-0.03659989	1.3104
SEC11A	0.2585677	0.5162
GRSF1	-0.5952736	-3.0018501
TBC1D5	0.037692204	-1.8007
NFATC3	1.0642545	3.23355
ACTR2	1.7000965	4.38135
CEACAM1	0.38666362	2.5846
NAA15	-1.1338671	0.54365
GABRB1	1.2567158	4.8979
HEATR1	1.1321787	-1.3454001
CTNNA2	0.8848033	2.9752
SPTBN4	1.2059357	3.6703
FOXC1	-1.8818667	-3.69155
RAP1A	1.1869417	4.09155
PSMD6	1.1144366	-1.46775
PEX19	1.3259408	2.0267
MCF2	0.012356147	1.52975
CCL20	-0.6015636	3.8038
TSKU	-3.051806	-4.5209
FAIM2	-0.8942196	-1.87305
CEP57	1.3787445	1.0636001
GPHN	-0.7852884	0.22995001
FADS3	0.7722102	0.76664996
IFIH1	0.6402942	3.1679
POGZ	-1.8680707	-2.1085
MOCS2	2.4782395	2.4031
PTPN12	-3.808902	-3.3408
NAP1L1	-0.29283178	-2.0481
MYOZ1	0.8198912	2.8931499
WDR59	-0.85627365	-2.05305
SYT17	-0.9521538	-1.99805
BRWD1	-0.39658314	3.5597
PTH1R	0.7221627	3.62905
CD226	1.3043696	3.0002
HHEX	-0.2135267	2.25355
FES	0.6090672	1.91045
NSUN5	-0.094512254	-1.8164
ATP1A3	0.11519193	0.96299994
MRPL9	-1.6951501	-3.4695501
